task_norm,occupation_norm,year,company_year_count
"prepare or edit organizational publications, such as employee newsletters or stockholders' reports, for internal or external audiences",public relations specialists,2024,30
"prepare or edit organizational publications, such as employee newsletters or stockholders' reports, for internal or external audiences",public relations specialists,2025,11
"prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections",personal financial advisors,2006,1
"prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections",personal financial advisors,2011,1
"prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections",personal financial advisors,2014,1
"prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections",personal financial advisors,2017,4
"prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections",personal financial advisors,2018,3
"prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections",personal financial advisors,2019,2
"prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections",personal financial advisors,2020,3
"prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections",personal financial advisors,2021,7
"prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections",personal financial advisors,2022,7
"prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections",personal financial advisors,2023,15
"prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections",personal financial advisors,2024,26
"prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections",personal financial advisors,2025,7
"prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software",human resources specialists,2008,1
"prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software",human resources specialists,2013,1
"prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software",human resources specialists,2014,1
"prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software",human resources specialists,2015,3
"prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software",human resources specialists,2016,2
"prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software",human resources specialists,2017,6
"prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software",human resources specialists,2018,6
"prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software",human resources specialists,2019,13
"prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software",human resources specialists,2020,10
"prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software",human resources specialists,2021,14
"prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software",human resources specialists,2022,19
"prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software",human resources specialists,2023,24
"prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software",human resources specialists,2024,23
"prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software",human resources specialists,2025,18
prepare or maintain technical files as necessary to obtain and sustain product approval,regulatory affairs specialists,2006,1
prepare or maintain technical files as necessary to obtain and sustain product approval,regulatory affairs specialists,2011,1
prepare or maintain technical files as necessary to obtain and sustain product approval,regulatory affairs specialists,2014,1
prepare or maintain technical files as necessary to obtain and sustain product approval,regulatory affairs specialists,2015,4
prepare or maintain technical files as necessary to obtain and sustain product approval,regulatory affairs specialists,2016,1
prepare or maintain technical files as necessary to obtain and sustain product approval,regulatory affairs specialists,2017,2
prepare or maintain technical files as necessary to obtain and sustain product approval,regulatory affairs specialists,2018,3
prepare or maintain technical files as necessary to obtain and sustain product approval,regulatory affairs specialists,2019,10
prepare or maintain technical files as necessary to obtain and sustain product approval,regulatory affairs specialists,2020,16
prepare or maintain technical files as necessary to obtain and sustain product approval,regulatory affairs specialists,2021,12
prepare or maintain technical files as necessary to obtain and sustain product approval,regulatory affairs specialists,2022,25
prepare or maintain technical files as necessary to obtain and sustain product approval,regulatory affairs specialists,2023,37
prepare or maintain technical files as necessary to obtain and sustain product approval,regulatory affairs specialists,2024,36
prepare or maintain technical files as necessary to obtain and sustain product approval,regulatory affairs specialists,2025,16
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2006,1
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2007,1
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2009,1
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2011,2
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2012,3
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2013,2
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2014,5
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2015,8
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2016,10
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2017,7
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2018,6
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2019,5
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2020,20
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2021,20
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2022,35
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2023,35
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2024,39
"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria",online merchants,2025,14
prepare or present technical or project status reports,automotive engineers,2012,2
prepare or present technical or project status reports,automotive engineers,2014,2
prepare or present technical or project status reports,automotive engineers,2015,2
prepare or present technical or project status reports,automotive engineers,2016,4
prepare or present technical or project status reports,automotive engineers,2017,3
prepare or present technical or project status reports,automotive engineers,2018,7
prepare or present technical or project status reports,automotive engineers,2019,3
prepare or present technical or project status reports,automotive engineers,2020,5
prepare or present technical or project status reports,automotive engineers,2021,6
prepare or present technical or project status reports,automotive engineers,2022,9
prepare or present technical or project status reports,automotive engineers,2023,8
prepare or present technical or project status reports,automotive engineers,2024,15
prepare or present technical or project status reports,automotive engineers,2025,8
prepare or review engineering studies or specifications,transportation planners,2006,1
prepare or review engineering studies or specifications,transportation planners,2013,1
prepare or review engineering studies or specifications,transportation planners,2014,3
prepare or review engineering studies or specifications,transportation planners,2015,2
prepare or review engineering studies or specifications,transportation planners,2016,1
prepare or review engineering studies or specifications,transportation planners,2017,1
prepare or review engineering studies or specifications,transportation planners,2018,3
prepare or review engineering studies or specifications,transportation planners,2019,3
prepare or review engineering studies or specifications,transportation planners,2020,5
prepare or review engineering studies or specifications,transportation planners,2021,4
prepare or review engineering studies or specifications,transportation planners,2022,4
prepare or review engineering studies or specifications,transportation planners,2023,9
prepare or review engineering studies or specifications,transportation planners,2024,11
prepare or review engineering studies or specifications,transportation planners,2025,2
"prepare or review reports, manuscripts, or meeting presentations",molecular and cellular biologists,2011,1
"prepare or review reports, manuscripts, or meeting presentations",molecular and cellular biologists,2012,1
"prepare or review reports, manuscripts, or meeting presentations",molecular and cellular biologists,2014,2
"prepare or review reports, manuscripts, or meeting presentations",molecular and cellular biologists,2015,5
"prepare or review reports, manuscripts, or meeting presentations",molecular and cellular biologists,2016,2
"prepare or review reports, manuscripts, or meeting presentations",molecular and cellular biologists,2017,1
"prepare or review reports, manuscripts, or meeting presentations",molecular and cellular biologists,2018,5
"prepare or review reports, manuscripts, or meeting presentations",molecular and cellular biologists,2019,8
"prepare or review reports, manuscripts, or meeting presentations",molecular and cellular biologists,2020,10
"prepare or review reports, manuscripts, or meeting presentations",molecular and cellular biologists,2021,11
"prepare or review reports, manuscripts, or meeting presentations",molecular and cellular biologists,2022,10
"prepare or review reports, manuscripts, or meeting presentations",molecular and cellular biologists,2023,11
"prepare or review reports, manuscripts, or meeting presentations",molecular and cellular biologists,2024,23
"prepare or review reports, manuscripts, or meeting presentations",molecular and cellular biologists,2025,8
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2006,1
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2012,1
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2013,3
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2014,1
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2015,4
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2016,9
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2017,5
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2018,8
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2019,8
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2020,18
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2021,23
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2022,21
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2023,35
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2024,36
prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems,logistics engineers,2025,12
"prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed","court, municipal, and license clerks",2007,1
"prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed","court, municipal, and license clerks",2014,1
"prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed","court, municipal, and license clerks",2016,2
"prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed","court, municipal, and license clerks",2017,1
"prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed","court, municipal, and license clerks",2018,1
"prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed","court, municipal, and license clerks",2019,1
"prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed","court, municipal, and license clerks",2020,5
"prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed","court, municipal, and license clerks",2021,2
"prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed","court, municipal, and license clerks",2022,2
"prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed","court, municipal, and license clerks",2023,15
"prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed","court, municipal, and license clerks",2024,9
"prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed","court, municipal, and license clerks",2025,4
prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors,mechanical engineering technologists and technicians,2012,1
prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors,mechanical engineering technologists and technicians,2014,2
prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors,mechanical engineering technologists and technicians,2015,4
prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors,mechanical engineering technologists and technicians,2016,6
prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors,mechanical engineering technologists and technicians,2017,2
prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors,mechanical engineering technologists and technicians,2018,3
prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors,mechanical engineering technologists and technicians,2019,2
prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors,mechanical engineering technologists and technicians,2020,4
prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors,mechanical engineering technologists and technicians,2021,8
prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors,mechanical engineering technologists and technicians,2022,11
prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors,mechanical engineering technologists and technicians,2023,7
prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors,mechanical engineering technologists and technicians,2024,18
prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors,mechanical engineering technologists and technicians,2025,6
"prepare periodic reports on court proceedings, as required",judicial law clerks,2006,1
"prepare periodic reports on court proceedings, as required",judicial law clerks,2007,1
"prepare periodic reports on court proceedings, as required",judicial law clerks,2010,1
"prepare periodic reports on court proceedings, as required",judicial law clerks,2011,1
"prepare periodic reports on court proceedings, as required",judicial law clerks,2013,1
"prepare periodic reports on court proceedings, as required",judicial law clerks,2014,1
"prepare periodic reports on court proceedings, as required",judicial law clerks,2015,2
"prepare periodic reports on court proceedings, as required",judicial law clerks,2016,1
"prepare periodic reports on court proceedings, as required",judicial law clerks,2017,2
"prepare periodic reports on court proceedings, as required",judicial law clerks,2018,3
"prepare periodic reports on court proceedings, as required",judicial law clerks,2019,4
"prepare periodic reports on court proceedings, as required",judicial law clerks,2020,9
"prepare periodic reports on court proceedings, as required",judicial law clerks,2021,6
"prepare periodic reports on court proceedings, as required",judicial law clerks,2022,11
"prepare periodic reports on court proceedings, as required",judicial law clerks,2023,22
"prepare periodic reports on court proceedings, as required",judicial law clerks,2024,32
"prepare periodic reports on court proceedings, as required",judicial law clerks,2025,12
prepare progress or technical reports,geodetic surveyors,2007,1
prepare progress or technical reports,geodetic surveyors,2012,1
prepare progress or technical reports,geodetic surveyors,2013,1
prepare progress or technical reports,geodetic surveyors,2014,1
prepare progress or technical reports,geodetic surveyors,2015,1
prepare progress or technical reports,geodetic surveyors,2016,2
prepare progress or technical reports,geodetic surveyors,2019,2
prepare progress or technical reports,geodetic surveyors,2020,1
prepare progress or technical reports,geodetic surveyors,2021,1
prepare progress or technical reports,geodetic surveyors,2022,4
prepare progress or technical reports,geodetic surveyors,2024,7
prepare progress or technical reports,geodetic surveyors,2025,3
"prepare project budgets, schedules, or specifications for labor or materials",transportation engineers,2007,1
"prepare project budgets, schedules, or specifications for labor or materials",transportation engineers,2012,2
"prepare project budgets, schedules, or specifications for labor or materials",transportation engineers,2014,2
"prepare project budgets, schedules, or specifications for labor or materials",transportation engineers,2015,5
"prepare project budgets, schedules, or specifications for labor or materials",transportation engineers,2016,1
"prepare project budgets, schedules, or specifications for labor or materials",transportation engineers,2017,2
"prepare project budgets, schedules, or specifications for labor or materials",transportation engineers,2018,2
"prepare project budgets, schedules, or specifications for labor or materials",transportation engineers,2019,1
"prepare project budgets, schedules, or specifications for labor or materials",transportation engineers,2020,5
"prepare project budgets, schedules, or specifications for labor or materials",transportation engineers,2021,3
"prepare project budgets, schedules, or specifications for labor or materials",transportation engineers,2022,6
"prepare project budgets, schedules, or specifications for labor or materials",transportation engineers,2023,3
"prepare project budgets, schedules, or specifications for labor or materials",transportation engineers,2024,15
"prepare project budgets, schedules, or specifications for labor or materials",transportation engineers,2025,4
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2006,1
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2007,1
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2010,1
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2011,1
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2012,3
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2014,1
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2015,7
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2016,8
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2017,7
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2018,8
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2019,12
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2020,9
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2021,16
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2022,17
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2023,31
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2024,41
"prepare project status reports by collecting, analyzing, and summarizing information and trends",information technology project managers,2025,14
prepare purchase orders and expense reports,"bookkeeping, accounting, and auditing clerks",2014,2
prepare purchase orders and expense reports,"bookkeeping, accounting, and auditing clerks",2015,2
prepare purchase orders and expense reports,"bookkeeping, accounting, and auditing clerks",2016,2
prepare purchase orders and expense reports,"bookkeeping, accounting, and auditing clerks",2017,5
prepare purchase orders and expense reports,"bookkeeping, accounting, and auditing clerks",2018,2
prepare purchase orders and expense reports,"bookkeeping, accounting, and auditing clerks",2019,4
prepare purchase orders and expense reports,"bookkeeping, accounting, and auditing clerks",2020,11
prepare purchase orders and expense reports,"bookkeeping, accounting, and auditing clerks",2021,9
prepare purchase orders and expense reports,"bookkeeping, accounting, and auditing clerks",2022,12
prepare purchase orders and expense reports,"bookkeeping, accounting, and auditing clerks",2023,26
prepare purchase orders and expense reports,"bookkeeping, accounting, and auditing clerks",2024,34
prepare purchase orders and expense reports,"bookkeeping, accounting, and auditing clerks",2025,16
prepare purchase orders and send copies to suppliers and to departments originating requests,procurement clerks,2013,1
prepare purchase orders and send copies to suppliers and to departments originating requests,procurement clerks,2014,1
prepare purchase orders and send copies to suppliers and to departments originating requests,procurement clerks,2015,1
prepare purchase orders and send copies to suppliers and to departments originating requests,procurement clerks,2016,2
prepare purchase orders and send copies to suppliers and to departments originating requests,procurement clerks,2017,5
prepare purchase orders and send copies to suppliers and to departments originating requests,procurement clerks,2018,3
prepare purchase orders and send copies to suppliers and to departments originating requests,procurement clerks,2019,5
prepare purchase orders and send copies to suppliers and to departments originating requests,procurement clerks,2020,9
prepare purchase orders and send copies to suppliers and to departments originating requests,procurement clerks,2021,13
prepare purchase orders and send copies to suppliers and to departments originating requests,procurement clerks,2022,12
prepare purchase orders and send copies to suppliers and to departments originating requests,procurement clerks,2023,28
prepare purchase orders and send copies to suppliers and to departments originating requests,procurement clerks,2024,30
prepare purchase orders and send copies to suppliers and to departments originating requests,procurement clerks,2025,9
"prepare purchase orders, solicit bid proposals, and review requisitions for goods and services","purchasing agents, except wholesale, retail, and farm products",2011,1
"prepare purchase orders, solicit bid proposals, and review requisitions for goods and services","purchasing agents, except wholesale, retail, and farm products",2014,2
"prepare purchase orders, solicit bid proposals, and review requisitions for goods and services","purchasing agents, except wholesale, retail, and farm products",2017,5
"prepare purchase orders, solicit bid proposals, and review requisitions for goods and services","purchasing agents, except wholesale, retail, and farm products",2018,4
"prepare purchase orders, solicit bid proposals, and review requisitions for goods and services","purchasing agents, except wholesale, retail, and farm products",2019,3
"prepare purchase orders, solicit bid proposals, and review requisitions for goods and services","purchasing agents, except wholesale, retail, and farm products",2020,11
"prepare purchase orders, solicit bid proposals, and review requisitions for goods and services","purchasing agents, except wholesale, retail, and farm products",2021,12
"prepare purchase orders, solicit bid proposals, and review requisitions for goods and services","purchasing agents, except wholesale, retail, and farm products",2022,7
"prepare purchase orders, solicit bid proposals, and review requisitions for goods and services","purchasing agents, except wholesale, retail, and farm products",2023,23
"prepare purchase orders, solicit bid proposals, and review requisitions for goods and services","purchasing agents, except wholesale, retail, and farm products",2024,17
"prepare purchase orders, solicit bid proposals, and review requisitions for goods and services","purchasing agents, except wholesale, retail, and farm products",2025,8
prepare records for shipment by certified mail,correspondence clerks,2016,1
prepare records for shipment by certified mail,correspondence clerks,2019,2
prepare records for shipment by certified mail,correspondence clerks,2020,6
prepare records for shipment by certified mail,correspondence clerks,2021,2
prepare records for shipment by certified mail,correspondence clerks,2022,6
prepare records for shipment by certified mail,correspondence clerks,2023,13
prepare records for shipment by certified mail,correspondence clerks,2024,9
prepare records for shipment by certified mail,correspondence clerks,2025,4
prepare reports and document project activities and data,civil engineering technologists and technicians,2013,1
prepare reports and document project activities and data,civil engineering technologists and technicians,2014,1
prepare reports and document project activities and data,civil engineering technologists and technicians,2015,1
prepare reports and document project activities and data,civil engineering technologists and technicians,2016,2
prepare reports and document project activities and data,civil engineering technologists and technicians,2017,2
prepare reports and document project activities and data,civil engineering technologists and technicians,2018,2
prepare reports and document project activities and data,civil engineering technologists and technicians,2019,3
prepare reports and document project activities and data,civil engineering technologists and technicians,2020,4
prepare reports and document project activities and data,civil engineering technologists and technicians,2021,6
prepare reports and document project activities and data,civil engineering technologists and technicians,2022,4
prepare reports and document project activities and data,civil engineering technologists and technicians,2023,6
prepare reports and document project activities and data,civil engineering technologists and technicians,2024,14
prepare reports and document project activities and data,civil engineering technologists and technicians,2025,9
"prepare reports and maintain records, such as student grades, attendance rolls, and training activity details","career/technical education teachers, postsecondary",2007,1
"prepare reports and maintain records, such as student grades, attendance rolls, and training activity details","career/technical education teachers, postsecondary",2012,3
"prepare reports and maintain records, such as student grades, attendance rolls, and training activity details","career/technical education teachers, postsecondary",2014,1
"prepare reports and maintain records, such as student grades, attendance rolls, and training activity details","career/technical education teachers, postsecondary",2016,1
"prepare reports and maintain records, such as student grades, attendance rolls, and training activity details","career/technical education teachers, postsecondary",2018,2
"prepare reports and maintain records, such as student grades, attendance rolls, and training activity details","career/technical education teachers, postsecondary",2019,1
"prepare reports and maintain records, such as student grades, attendance rolls, and training activity details","career/technical education teachers, postsecondary",2020,1
"prepare reports and maintain records, such as student grades, attendance rolls, and training activity details","career/technical education teachers, postsecondary",2021,2
"prepare reports and maintain records, such as student grades, attendance rolls, and training activity details","career/technical education teachers, postsecondary",2022,4
"prepare reports and maintain records, such as student grades, attendance rolls, and training activity details","career/technical education teachers, postsecondary",2023,8
"prepare reports and maintain records, such as student grades, attendance rolls, and training activity details","career/technical education teachers, postsecondary",2024,9
"prepare reports and maintain records, such as student grades, attendance rolls, and training activity details","career/technical education teachers, postsecondary",2025,5
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2006,1
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2007,1
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2011,1
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2014,1
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2015,1
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2016,1
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2017,3
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2018,4
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2019,3
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2020,8
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2021,4
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2022,17
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2023,24
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2024,32
prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles,"title examiners, abstractors, and searchers",2025,14
"prepare reports describing contamination tests, material or equipment decontaminated, or methods used in decontamination processes",nuclear monitoring technicians,2014,1
"prepare reports describing contamination tests, material or equipment decontaminated, or methods used in decontamination processes",nuclear monitoring technicians,2023,2
"prepare reports describing contamination tests, material or equipment decontaminated, or methods used in decontamination processes",nuclear monitoring technicians,2024,3
"prepare reports describing contamination tests, material or equipment decontaminated, or methods used in decontamination processes",nuclear monitoring technicians,2025,1
"prepare reports of activities, evaluations, recommendations, or decisions",compliance officers,2006,1
"prepare reports of activities, evaluations, recommendations, or decisions",compliance officers,2011,1
"prepare reports of activities, evaluations, recommendations, or decisions",compliance officers,2014,1
"prepare reports of activities, evaluations, recommendations, or decisions",compliance officers,2017,2
"prepare reports of activities, evaluations, recommendations, or decisions",compliance officers,2018,3
"prepare reports of activities, evaluations, recommendations, or decisions",compliance officers,2019,5
"prepare reports of activities, evaluations, recommendations, or decisions",compliance officers,2020,11
"prepare reports of activities, evaluations, recommendations, or decisions",compliance officers,2021,9
"prepare reports of activities, evaluations, recommendations, or decisions",compliance officers,2022,18
"prepare reports of activities, evaluations, recommendations, or decisions",compliance officers,2023,30
"prepare reports of activities, evaluations, recommendations, or decisions",compliance officers,2024,31
"prepare reports of activities, evaluations, recommendations, or decisions",compliance officers,2025,12
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2006,1
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2007,1
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2010,1
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2011,3
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2012,3
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2013,2
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2014,2
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2015,5
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2016,5
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2017,6
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2018,5
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2019,5
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2020,10
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2021,19
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2022,22
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2023,27
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2024,46
"prepare reports of findings, illustrating data graphically and translating complex findings into written text",market research analysts and marketing specialists,2025,13
"prepare reports of selection, survey, or other statistics and recommendations for corrective action",equal opportunity representatives and officers,2011,1
"prepare reports of selection, survey, or other statistics and recommendations for corrective action",equal opportunity representatives and officers,2014,1
"prepare reports of selection, survey, or other statistics and recommendations for corrective action",equal opportunity representatives and officers,2017,1
"prepare reports of selection, survey, or other statistics and recommendations for corrective action",equal opportunity representatives and officers,2019,4
"prepare reports of selection, survey, or other statistics and recommendations for corrective action",equal opportunity representatives and officers,2020,4
"prepare reports of selection, survey, or other statistics and recommendations for corrective action",equal opportunity representatives and officers,2021,7
"prepare reports of selection, survey, or other statistics and recommendations for corrective action",equal opportunity representatives and officers,2022,6
"prepare reports of selection, survey, or other statistics and recommendations for corrective action",equal opportunity representatives and officers,2023,13
"prepare reports of selection, survey, or other statistics and recommendations for corrective action",equal opportunity representatives and officers,2024,7
"prepare reports of selection, survey, or other statistics and recommendations for corrective action",equal opportunity representatives and officers,2025,3
"prepare reports on biomass plant operations, status, maintenance, and other information",biomass power plant managers,2006,1
